,기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,집객시설_수
14853,2017,4,A,골목상권,1000951,백제고분로45길,6
14854,2017,4,A,골목상권,1000421,응암로34길,10
14855,2017,4,D,발달상권,1001160,서울 광진구 구의역,34
14856,2017,4,A,골목상권,1000767,성대로29길,4
14857,2017,4,A,골목상권,1000423,증산로15길,4
14858,2017,4,A,골목상권,1000289,인촌로17가길,5
14859,2017,4,A,골목상권,1000414,은평로20길,13
14860,2017,4,A,골목상권,1000060,소월로20길,2
14861,2017,4,A,골목상권,1000411,연서로5길,8
14862,2017,4,A,골목상권,1000221,휘경로3길,15
14863,2017,4,A,골목상권,1000691,당산로46길,19
14864,2017,4,A,골목상권,1000025,통일로12길,5
14865,2017,4,R,전통시장,1001350,숭인시장,27
14866,2017,4,A,골목상권,1000832,중앙길,3
14867,2017,4,A,골목상권,1000093,마장로27길,7
14868,2017,4,A,골목상권,1000919,삼성로57길,8
14869,2017,4,A,골목상권,1000318,덕릉로40길,11
14870,2017,4,A,골목상권,1000466,동교로17길,8
14871,2017,4,A,골목상권,1000842,원신길,11
14872,2017,4,A,골목상권,1000538,오목로3길,3
14873,2017,4,A,골목상권,1000976,동남로85길,5
14874,2017,4,A,골목상권,1000829,조원로10길,11
14875,2017,4,A,골목상권,1000264,돌곶이로27길,7
14876,2017,4,A,골목상권,1000169,경희대로4길,5
14877,2017,4,A,골목상권,1000534,신월로15길,9
14878,2017,4,A,골목상권,1000479,방울내로9안길,9
14879,2017,4,A,골목상권,1000329,삼양로24길,2
14880,2017,4,A,골목상권,1000698,대림로8길,17
14881,2017,4,D,발달상권,1001244,경희대학교,10
14882,2017,4,A,골목상권,1000434,통일로92길,3
14883,2017,4,R,전통시장,1001275,인현시장,3
14884,2017,4,A,골목상권,1000083,한강대로88길,5
14885,2017,4,D,발달상권,1001104,삼성역_3,19
14886,2017,4,A,골목상권,1000273,보국문로16길,15
14887,2017,4,R,전통시장,1001322,동부시장,5
14888,2017,4,A,골목상권,1000895,논현로10길,5
14889,2017,4,A,골목상권,1000959,양재대로62길,6
14890,2017,4,A,골목상권,1000585,등촌로39길,9
14891,2017,4,A,골목상권,1000854,동광로1길,5
14892,2017,4,A,골목상권,1000897,논현로123길,1
14893,2017,4,A,골목상권,1000591,양천로14길,14
14894,2017,4,A,골목상권,1000721,양평로28길,6
14895,2017,4,A,골목상권,1000398,역말로9길,2
14896,2017,4,R,전통시장,1001323,답십리시장,14
14897,2017,4,D,발달상권,1001137,서울 강동구 둔촌동역,29
14898,2017,4,A,골목상권,1000718,신길로60길,8
14899,2017,4,A,골목상권,1000369,방학로10길,5
14900,2017,4,A,골목상권,1000366,도봉로181길,10
14901,2017,4,R,전통시장,1001467,우림시장,3
14902,2017,4,A,골목상권,1000296,장위로50길,10
14903,2017,4,D,발달상권,1001075,역삼역_2,30
14904,2017,4,D,발달상권,1001146,용산구청,3
14905,2017,4,A,골목상권,1000583,남부순환로11길,4
14906,2017,4,A,골목상권,1000623,고척로27다길,5
14907,2017,4,R,전통시장,1001304,자양골목시장,1
14908,2017,4,A,골목상권,1000207,제기로5길,4
14909,2017,4,A,골목상권,1000688,당산로31길,9
14910,2017,4,A,골목상권,1000525,목동중앙로3길,4
14911,2017,4,R,전통시장,1001427,현대시장,29
14912,2017,4,A,골목상권,1000031,다산로36길,3
14913,2017,4,A,골목상권,1000781,관악로14길,8
14914,2017,4,A,골목상권,1000327,삼각산로28길,2
14915,2017,4,A,골목상권,1000029,난계로21길,1
14916,2017,4,A,골목상권,1000528,목동중앙북로8길,1
14917,2017,4,A,골목상권,1000043,청구로1길,1
14918,2017,4,R,전통시장,1001356,수유중앙시장,1
14919,2017,4,R,전통시장,1001442,신노량진시장,4
14920,2017,4,D,발달상권,1001020,장지역,11
14921,2017,4,A,골목상권,1000701,도림로63길,2
14922,2017,4,A,골목상권,1000378,공릉로58길,4
14923,2017,4,A,골목상권,1000023,창신5길,2
14924,2017,4,R,전통시장,1001400,신월3동골목시장,1
14925,2017,4,A,골목상권,1000157,용마산로3길,1
14926,2017,4,D,발달상권,1001246,미아사거리_1,12
14927,2017,4,R,전통시장,1001397,신영시장,4
14928,2017,4,A,골목상권,1000680,시흥대로68길,10
14929,2017,4,A,골목상권,1000180,망우로18길,7
14930,2017,4,A,골목상권,1000491,양화로11길,3
14931,2017,4,A,골목상권,1000749,사당로20길,1
14932,2017,4,A,골목상권,1000089,금호산2길,2
14933,2017,4,A,골목상권,1000681,시흥대로84길,2
14934,2017,4,A,골목상권,1000753,사당로29길,3
14935,2017,4,A,골목상권,1000943,백제고분로21길,4
14936,2017,4,A,골목상권,1000195,장한로14길,1
14937,2017,4,A,골목상권,1000147,뚝섬로54길,3
14938,2017,4,A,골목상권,1000548,중앙로55길,2
14939,2017,4,A,골목상권,1000881,효령로31길,2
14940,2017,4,R,전통시장,1001342,밤나무골시장,2
14941,2017,4,R,전통시장,1001335,묵1동도깨비시장,1
14942,2017,4,A,골목상권,1000546,중앙로47길,1
14943,2017,4,A,골목상권,1000736,노량진로6길,1
14944,2017,4,R,전통시장,1001345,새석관시장,1
14945,2017,4,A,골목상권,1000938,학동로6길,5
14946,2017,4,A,골목상권,1000532,신목로5길,3
14947,2017,4,A,골목상권,1000108,성수이로18길,2
14948,2017,4,A,골목상권,1000160,자양로26길,6
14949,2017,4,A,골목상권,1000161,자양로45길,26
14950,2017,4,A,골목상권,1000524,목동중앙로13나길,2
14951,2017,4,A,골목상권,1000463,독막로22길,6
14952,2017,4,A,골목상권,1000936,학동로38길,4
14953,2017,4,A,골목상권,1000307,한천로101가길,3
14954,2017,4,A,골목상권,1000357,도당로19길,2
14955,2017,4,A,골목상권,1000542,중앙로25길,6
14956,2017,4,A,골목상권,1000424,증산로17길,9
14957,2017,4,A,골목상권,1000635,구로중앙로34길,3
14958,2017,4,A,골목상권,1000014,율곡로16길,3
14959,2017,4,R,전통시장,1001334,태능시장,13
14960,2017,4,R,전통시장,1001325,청량리청과물시장,3
14961,2017,4,R,전통시장,1001431,영등포청과시장,4
14962,2017,4,D,발달상권,1001171,서울 마포구 공덕역_2,4
14963,2017,4,A,골목상권,1000151,아차산로40길,5
14964,2017,4,A,골목상권,1000343,인수봉로56길,4
14965,2017,4,D,발달상권,1001019,포이사거리_1,17
14966,2017,4,A,골목상권,1000008,북촌로5나길,6
14967,2017,4,A,골목상권,1000223,겸재로36길,6
14968,2017,4,A,골목상권,1000520,목동동로8길,19
14969,2017,4,A,골목상권,1000737,대방동27길,8
14970,2017,4,A,골목상권,1000454,통일로37길,31
14971,2017,4,D,발달상권,1001188,장충동 족발거리,8
14972,2017,4,A,골목상권,1000038,동호로8길,7
14973,2017,4,R,전통시장,1001339,정릉아리랑시장,16
14974,2017,4,A,골목상권,1000115,아차산로5길,8
14975,2017,4,A,골목상권,1000013,율곡로10길,8
14976,2017,4,A,골목상권,1000901,논현로28길,7
14977,2017,4,A,골목상권,1000408,연서로34길,10
14978,2017,4,A,골목상권,1000949,백제고분로39길,5
14979,2017,4,A,골목상권,1000728,영등포로35길,18
14980,2017,4,A,골목상권,1000664,독산로70길,6
14981,2017,4,A,골목상권,1000545,중앙로45길,18
14982,2017,4,A,골목상권,1000622,고척로27길,9
14983,2017,4,A,골목상권,1000997,올림픽로80길,15
14984,2017,4,A,골목상권,1000795,남부순환로142길,16
14985,2017,4,D,발달상권,1001186,서울 서대문구 이대역,26
14986,2017,4,R,전통시장,1001301,중곡제일시장,19
14987,2017,4,A,골목상권,1000630,구로동로42길,4
14988,2017,4,A,골목상권,1000819,신림로48길,5
14989,2017,4,R,전통시장,1001390,망원시장,15
14990,2017,4,A,골목상권,1000488,신촌로12길,11
14991,2017,4,A,골목상권,1000276,보문로31길,10
14992,2017,4,A,골목상권,1000529,목동중앙서로7길,4
14993,2017,4,A,골목상권,1000517,남부순환로88길,9
14994,2017,4,A,골목상권,1000077,한강대로104길,17
14995,2017,4,D,발달상권,1001187,한양시장,6
14996,2017,4,A,골목상권,1000257,용마산로112길,9
14997,2017,4,A,골목상권,1000706,도신로62길,5
14998,2017,4,A,골목상권,1000404,연서로27길,14
14999,2017,4,A,골목상권,1000855,동광로39길,11
15000,2017,4,D,발달상권,1001216,서울 종로구 종로3가역_1,44
15001,2017,4,A,골목상권,1000006,북촌로11길,8
15002,2017,4,A,골목상권,1000638,구로중앙로8길,11
15003,2017,4,A,골목상권,1000330,삼양로27길,14
15004,2017,4,A,골목상권,1000136,긴고랑로9길,14
15005,2017,4,A,골목상권,1000957,송이로36길,10
15006,2017,4,A,골목상권,1000830,조원로18길,10
15007,2017,4,A,골목상권,1000913,봉은사로29길,7
15008,2017,4,R,전통시장,1001452,중부시장,18
15009,2017,4,A,골목상권,1000407,연서로33길,2
15010,2017,4,A,골목상권,1000791,난곡로34길,18
15011,2017,4,A,골목상권,1000508,곰달래로10길,4
15012,2017,4,A,골목상권,1000581,국회대로7길,4
15013,2017,4,A,골목상권,1000807,미성5길,7
15014,2017,4,A,골목상권,1000406,연서로29길,2
15015,2017,4,R,전통시장,1001294,마장축산물시장,6
15016,2017,4,A,골목상권,1000142,동일로18길,11
15017,2017,4,A,골목상권,1000848,남부순환로317길,8
15018,2017,4,A,골목상권,1000171,답십리로23길,3
15019,2017,4,A,골목상권,1000149,뚝섬로64길,13
15020,2017,4,A,골목상권,1000290,인촌로1길,12
15021,2017,4,R,전통시장,1001290,이촌종합시장,3
15022,2017,4,A,골목상권,1000130,광나루로37길,8
15023,2017,4,A,골목상권,1000779,흑석로9길,5
15024,2017,4,A,골목상권,1000946,백제고분로32길,17
15025,2017,4,A,골목상권,1000724,여의대방로43나길,8
15026,2017,4,A,골목상권,1000049,퇴계로90길,10
15027,2017,4,A,골목상권,1000790,난곡로26길,5
15028,2017,4,R,전통시장,1001404,신정제일시장,8
15029,2017,4,A,골목상권,1000512,남부순환로33길,2
15030,2017,4,A,골목상권,1000100,무학봉28길,15
15031,2017,4,A,골목상권,1000944,백제고분로22길,31
15032,2017,4,D,발달상권,1001091,삼성역_2,10
15033,2017,4,R,전통시장,1001349,방천골목시장,7
15034,2017,4,D,발달상권,1001014,양재동 꽃시장,5
15035,2017,4,A,골목상권,1000815,신림동길,22
15036,2017,4,A,골목상권,1000636,구로중앙로42길,1
15037,2017,4,A,골목상권,1000917,삼성로115길,9
15038,2017,4,R,전통시장,1001446,성대시장,21
15039,2017,4,A,골목상권,1000763,서달로14길,2
15040,2017,4,R,전통시장,1001484,양지골목시장,7
15041,2017,4,A,골목상권,1000322,도봉로45길,13
15042,2017,4,A,골목상권,1000206,제기로21길,2
15043,2017,4,A,골목상권,1000745,만양로14길,3
15044,2017,4,A,골목상권,1000850,남부순환로339길,4
15045,2017,4,A,골목상권,1001009,천호옛길,8
15046,2017,4,A,골목상권,1000963,오금로11길,13
15047,2017,4,A,골목상권,1000041,장충단로8길,8
15048,2017,4,A,골목상권,1000555,강서로17가길,3
15049,2017,4,A,골목상권,1000886,강남대로118길,4
15050,2017,4,A,골목상권,1000984,성안로3길,7
15051,2017,4,R,전통시장,1001379,인왕시장,13
15052,2017,4,A,골목상권,1000419,응암로14길,3
15053,2017,4,A,골목상권,1000489,신촌로28가길,1
15054,2017,4,A,골목상권,1000853,동광로12길,6
15055,2017,4,A,골목상권,1000601,초록마을로8길,3
15056,2017,4,A,골목상권,1000570,곰달래로31길,2
15057,2017,4,A,골목상권,1000594,양천로26길,5
15058,2017,4,A,골목상권,1000036,동호로15길,3
15059,2017,4,A,골목상권,1000247,면목로56길,7
15060,2017,4,A,골목상권,1000191,왕산로32길,2
15061,2017,4,R,전통시장,1001300,화양제일골목시장,3
15062,2017,4,R,전통시장,1001315,동서시장,1
15063,2017,4,A,골목상권,1000979,상암로4길,5
15064,2017,4,A,골목상권,1000316,노해로23길,7
15065,2017,4,A,골목상권,1000838,호암로20길,2
15066,2017,4,A,골목상권,1000437,명지대길,7
15067,2017,4,R,전통시장,1001393,마포농수산물시장,5
15068,2017,4,A,골목상권,1000720,양평로22라길,5
15069,2017,4,R,전통시장,1001328,이문제일시장,1
15070,2017,4,A,골목상권,1000814,승방길,11
15071,2017,4,A,골목상권,1000575,공항대로42길,3
15072,2017,4,D,발달상권,1001116,영등포역_1,8
15073,2017,4,A,골목상권,1000909,도산대로50길,2
15074,2017,4,A,골목상권,1000170,난계로30길,2
15075,2017,4,R,전통시장,1001457,봉천중앙시장,3
15076,2017,4,A,골목상권,1000725,여의대방로61길,2
15077,2017,4,A,골목상권,1000010,성균관로5길,3
15078,2017,4,A,골목상권,1000496,와우산로3길,2
15079,2017,4,A,골목상권,1000287,오패산로3길,1
15080,2017,4,A,골목상권,1000431,통일로69길,1
15081,2017,4,A,골목상권,1000373,삼양로144길,5
15082,2017,4,D,발달상권,1001017,관악구 사당역_3,12
15083,2017,4,A,골목상권,1000856,동산로10길,11
15084,2017,4,A,골목상권,1000945,백제고분로31길,18
15085,2017,4,A,골목상권,1000086,효창원로39길,11
15086,2017,4,A,골목상권,1000930,언주로81길,18
15087,2017,4,A,골목상권,1000418,응암로13길,14
15088,2017,4,U,관광특구,1001492,명동 남대문 북창동 다동 무교동 관광특구,402
15089,2017,4,D,발달상권,1001138,압구정 로데오거리_1,90
15090,2017,4,A,골목상권,1000952,백제고분로46길,12
15091,2017,4,A,골목상권,1000982,상일로5길,10
15092,2017,4,A,골목상권,1000352,노해로60길,29
15093,2017,4,A,골목상권,1000519,목동동로12길,15
15094,2017,4,D,발달상권,1001089,삼정역_1,13
15095,2017,4,A,골목상권,1000975,동남로82길,8
15096,2017,4,D,발달상권,1001223,서울 종로구 광화문역_2,81
15097,2017,4,A,골목상권,1000314,화랑로40길,8
15098,2017,4,A,골목상권,1000091,둘레9길,17
15099,2017,4,D,발달상권,1001093,신천역,119
15100,2017,4,A,골목상권,1000863,방배로35길,27
15101,2017,4,D,발달상권,1001101,선정릉역_2,19
15102,2017,4,D,발달상권,1001150,서울 용산구 이태원역,35
15103,2017,4,A,골목상권,1000809,법원단지길,11
15104,2017,4,A,골목상권,1000588,등촌로5길,24
15105,2017,4,A,골목상권,1000389,가좌로7길,15
15106,2017,4,R,전통시장,1001385,아현시장,20
15107,2017,4,A,골목상권,1000200,장한로27길,5
15108,2017,4,D,발달상권,1001164,서울 마포구 마포역_1,59
15109,2017,4,A,골목상권,1000292,인촌로24길,6
15110,2017,4,A,골목상권,1000960,양재대로64길,16
15111,2017,4,A,골목상권,1000337,솔매로50길,28
15112,2017,4,A,골목상권,1000448,증가로20가길,7
15113,2017,4,A,골목상권,1000940,거마로20길,29
15114,2017,4,A,골목상권,1000126,한림말길,12
15115,2017,4,D,발달상권,1001050,교대역_1,64
15116,2017,4,D,발달상권,1001048,뱅뱅사거리,38
15117,2017,4,A,골목상권,1000020,지봉로8길,12
15118,2017,4,D,발달상권,1001233,서울 종로구 종로3가역_3,18
15119,2017,4,D,발달상권,1001211,동대문시장_1,27
15120,2017,4,A,골목상권,1000765,서달로8가길,7
15121,2017,4,R,전통시장,1001348,동북시장,19
15122,2017,4,A,골목상권,1000617,경인로15길,8
15123,2017,4,A,골목상권,1000422,증산로13길,13
15124,2017,4,A,골목상권,1000246,면목로55길,7
15125,2017,4,A,골목상권,1000973,구천면로42길,9
15126,2017,4,A,골목상권,1000333,삼양로77길,10
15127,2017,4,A,골목상권,1000001,계동길,14
15128,2017,4,A,골목상권,1000709,디지털로74길,12
15129,2017,4,A,골목상권,1000390,갈현로1길,5
15130,2017,4,A,골목상권,1000870,서초대로23길,24
15131,2017,4,A,골목상권,1000009,삼청로5길,9
15132,2017,4,A,골목상권,1000232,동일로130길,9
15133,2017,4,D,발달상권,1001031,서울 관악구 신림역_1,31
15134,2017,4,A,골목상권,1000820,신림로64길,19
15135,2017,4,A,골목상권,1000065,원효로19길,6
15136,2017,4,A,골목상권,1000571,곰달래로47길,12
15137,2017,4,A,골목상권,1000879,청두곶길,3
15138,2017,4,A,골목상권,1000611,개봉로17다길,17
15139,2017,4,D,발달상권,1001040,서울 관악구 신림역_3,67
15140,2017,4,A,골목상권,1000283,솔샘로6길,2
15141,2017,4,A,골목상권,1000494,와우산로29가길,14
15142,2017,4,A,골목상권,1000061,신흥로20길,16
15143,2017,4,A,골목상권,1000766,성대로1길,17
15144,2017,4,A,골목상권,1000625,공원로6가길,10
15145,2017,4,D,발달상권,1001120,도산공원사거리_1,25
15146,2017,4,D,발달상권,1001145,용산 전자상가_1,33
15147,2017,4,A,골목상권,1000978,상암로14길,11
15148,2017,4,A,골목상권,1000259,용마산로94길,5
15149,2017,4,A,골목상권,1000459,대흥로21길,8
15150,2017,4,A,골목상권,1000689,당산로37길,13
15151,2017,4,A,골목상권,1000907,도산대로30길,6
15152,2017,4,R,전통시장,1001464,삼성동시장,5
15153,2017,4,A,골목상권,1000669,범안로17길,4
15154,2017,4,A,골목상권,1000116,왕십리로14길,7
15155,2017,4,A,골목상권,1000780,관악로10길,3
15156,2017,4,A,골목상권,1000090,금호산길,14
15157,2017,4,R,전통시장,1001477,마천시장,7
15158,2017,4,A,골목상권,1000141,능동로4길,1
15159,2017,4,A,골목상권,1000744,등용로14길,12
15160,2017,4,R,전통시장,1001357,장미원골목시장,6
15161,2017,4,D,발달상권,1001059,교대역_3,10
15162,2017,4,D,발달상권,1001079,석촌역,4
15163,2017,4,R,전통시장,1001469,양재시장,4
15164,2017,4,A,골목상권,1000325,도봉로8길,3
15165,2017,4,A,골목상권,1000394,불광천길,11
15166,2017,4,A,골목상권,1000275,보문로26길,1
15167,2017,4,A,골목상권,1000751,사당로23나길,4
15168,2017,4,A,골목상권,1000608,화곡로64길,12
15169,2017,4,A,골목상권,1000605,화곡로31길,13
15170,2017,4,A,골목상권,1000068,원효로89길,7
15171,2017,4,R,전통시장,1001386,신수시장,4
15172,2017,4,A,골목상권,1000403,연서로21길,12
15173,2017,4,A,골목상권,1000319,덕릉로41길,4
15174,2017,4,A,골목상권,1000514,남부순환로58길,1
15175,2017,4,A,골목상권,1000205,전농로4길,5
15176,2017,4,A,골목상권,1000604,화곡로20길,11
15177,2017,4,R,전통시장,1001293,보광시장,5
15178,2017,4,A,골목상권,1000747,사당로16가길,1
15179,2017,4,A,골목상권,1000172,답십리로56길,8
15180,2017,4,A,골목상권,1000593,양천로24길,2
15181,2017,4,R,전통시장,1001333,중화제일시장,6
15182,2017,4,A,골목상권,1000234,동일로139길,5
15183,2017,4,A,골목상권,1000473,마포대로4길,5
15184,2017,4,A,골목상권,1000452,충정로6길,12
15185,2017,4,R,전통시장,1001383,공덕시장,13
15186,2017,4,A,골목상권,1000392,갈현로41길,13
15187,2017,4,A,골목상권,1000464,독막로32길,4
15188,2017,4,D,발달상권,1001036,문정역,2
15189,2017,4,A,골목상권,1000561,강서로47길,14
15190,2017,4,A,골목상권,1000966,풍성로25길,7
15191,2017,4,A,골목상권,1000874,서초대로8길,5
15192,2017,4,D,발달상권,1001035,매봉역,10
15193,2017,4,R,전통시장,1001451,사당시장,6
15194,2017,4,A,골목상권,1000219,휘경로23길,3
15195,2017,4,A,골목상권,1000193,왕산로43길,14
15196,2017,4,A,골목상권,1000516,남부순환로79길,10
15197,2017,4,A,골목상권,1000624,고척로52길,5
15198,2017,4,A,골목상권,1000502,월드컵로36길,8
15199,2017,4,A,골목상권,1000826,인헌길,9
15200,2017,4,A,골목상권,1000105,서울숲2길,2
15201,2017,4,A,골목상권,1000539,오목로5길,14
15202,2017,4,A,골목상권,1000676,시흥대로22길,9
15203,2017,4,A,골목상권,1000201,장한로5길,9
15204,2017,4,A,골목상권,1000144,뚝섬로23길,3
15205,2017,4,R,전통시장,1001476,풍납시장,3
15206,2017,4,A,골목상권,1000218,휘경로14길,3
15207,2017,4,R,전통시장,1001378,아현가구거리상점가,3
15208,2017,4,A,골목상권,1000509,곰달래로2길,3
15209,2017,4,A,골목상권,1000071,이태원로54길,7
15210,2017,4,A,골목상권,1000526,목동중앙본로7길,9
15211,2017,4,A,골목상권,1000181,망우로21길,11
15212,2017,4,A,골목상권,1000627,구로동로28길,5
15213,2017,4,A,골목상권,1000621,고척로21나길,12
15214,2017,4,A,골목상권,1000267,돌곶이로8길,4
15215,2017,4,R,전통시장,1001302,면곡골목시장,2
15216,2017,4,R,전통시장,1001372,녹번시장,1
15217,2017,4,A,골목상권,1000033,다산로39길,12
15218,2017,4,R,전통시장,1001373,신응암시장,5
15219,2017,4,A,골목상권,1000587,등촌로55길,2
15220,2017,4,D,발달상권,1001217,서울 종로구 종로5가역_1,5
15221,2017,4,A,골목상권,1000821,신림로65길,7
15222,2017,4,A,골목상권,1000122,용답중앙길,4
15223,2017,4,A,골목상권,1000631,구로동로7길,5
15224,2017,4,A,골목상권,1000176,답십리로68길,1
15225,2017,4,R,전통시장,1001435,대신시장,1
15226,2017,4,A,골목상권,1000846,강남대로8길,4
15227,2017,4,R,전통시장,1001455,봉일시장,3
15228,2017,4,A,골목상권,1000873,서초대로64길,3
15229,2017,4,A,골목상권,1000138,능동로19길,4
15230,2017,4,A,골목상권,1000052,녹사평대로32길,2
15231,2017,4,A,골목상권,1000841,양지길,1
15232,2017,4,A,골목상권,1000876,언남길,1
15233,2017,4,A,골목상권,1000179,망우로18가길,1
15234,2017,4,A,골목상권,1000066,원효로41길,1
15235,2017,4,A,골목상권,1000461,도화4길,2
15236,2017,4,A,골목상권,1000224,겸재로54길,1
15237,2017,4,D,발달상권,1001097,잠실역 롯데월드,20
15238,2017,4,A,골목상권,1000177,답십리로69길,12
15239,2017,4,R,전통시장,1001287,신흥시장,1
15240,2017,4,A,골목상권,1000265,돌곶이로28길,10
15241,2017,4,D,발달상권,1001037,양재역,63
15242,2017,4,D,발달상권,1001105,서울 동작구 노량진역,28
15243,2017,4,A,골목상권,1000578,공항대로59다길,6
15244,2017,4,A,골목상권,1000154,아차산로65길,11
15245,2017,4,D,발달상권,1001085,서울 서초구 강남역,263
15246,2017,4,R,전통시장,1001329,동부골목시장,20
15247,2017,4,A,골목상권,1000472,마포대로20길,9
15248,2017,4,A,골목상권,1000438,모래내로15길,20
15249,2017,4,D,발달상권,1001106,서울 강남구 학동역_2,12
15250,2017,4,A,골목상권,1000827,장군봉1길,25
15251,2017,4,D,발달상권,1001057,교대역_2,68
15252,2017,4,A,골목상권,1000632,구로동로8길,20
15253,2017,4,U,관광특구,1001491,이태원 관광특구,80
15254,2017,4,A,골목상권,1000021,창경궁로35길,13
15255,2017,4,A,골목상권,1000851,논현로1길,8
15256,2017,4,A,골목상권,1000053,녹사평대로40나길,4
15257,2017,4,D,발달상권,1001191,왕십리역_1,3
15258,2017,4,D,발달상권,1001122,여의도 시범아파트앞,14
15259,2017,4,D,발달상권,1001182,홍익대학교 주변,177
15260,2017,4,A,골목상권,1000047,퇴계로56길,18
15261,2017,4,A,골목상권,1000566,강서로8길,14
15262,2017,4,A,골목상권,1000030,다산로33길,5
15263,2017,4,D,발달상권,1001221,장안동사거리,78
15264,2017,4,D,발달상권,1001029,양재역_1,20
15265,2017,4,A,골목상권,1000413,은평로13길,14
15266,2017,4,R,전통시장,1001289,용문전통시장,6
15267,2017,4,A,골목상권,1000331,삼양로41길,16
15268,2017,4,A,골목상권,1000323,도봉로67길,18
15269,2017,4,A,골목상권,1000903,논현로8길,3
15270,2017,4,R,전통시장,1001298,성동용답상가시장,9
15271,2017,4,R,전통시장,1001271,동묘시장,11
15272,2017,4,R,전통시장,1001265,광장시장,20
15273,2017,4,A,골목상권,1000430,진흥로1길,11
15274,2017,4,A,골목상권,1000119,왕십리로31길,7
15275,2017,4,A,골목상권,1000541,은행정로7길,7
15276,2017,4,A,골목상권,1000902,논현로63길,5
15277,2017,4,D,발달상권,1001021,가산디지털단지역_1,20
15278,2017,4,D,발달상권,1001222,동묘앞역,34
15279,2017,4,R,전통시장,1001395,목3동시장,39
15280,2017,4,A,골목상권,1000533,신목로6길,25
15281,2017,4,D,발달상권,1001172,어린이대공원역,13
15282,2017,4,A,골목상권,1000828,장군봉2길,5
15283,2017,4,R,전통시장,1001297,뚝도시장,12
15284,2017,4,U,관광특구,1001496,강남 마이스 관광특구,39
15285,2017,4,A,골목상권,1000775,장승배기로10길,21
15286,2017,4,A,골목상권,1000282,성북로8길,8
15287,2017,4,A,골목상권,1000582,까치산로4길,8
15288,2017,4,A,골목상권,1000131,광나루로40길,12
15289,2017,4,A,골목상권,1000019,종로65길,12
15290,2017,4,A,골목상권,1000187,서울시립대로16길,4
15291,2017,4,A,골목상권,1000070,이태원로27길,14
15292,2017,4,A,골목상권,1000058,백범로90길,5
15293,2017,4,D,발달상권,1001241,혜화역 대학로_2,12
15294,2017,4,A,골목상권,1000477,매봉산로2길,11
15295,2017,4,A,골목상권,1000040,삼일대로4길,15
15296,2017,4,A,골목상권,1000858,방배천로4안길,3
15297,2017,4,A,골목상권,1000659,남부순환로112길,14
15298,2017,4,R,전통시장,1001376,수일시장,8
15299,2017,4,A,골목상권,1000921,삼성로64길,2
15300,2017,4,A,골목상권,1000118,왕십리로26길,34
15301,2017,4,A,골목상권,1000127,광나루로12길,33
15302,2017,4,D,발달상권,1001261,서울 노원구 노원역_1,60
15303,2017,4,A,골목상권,1000490,신촌로30길,8
15304,2017,4,A,골목상권,1000254,사가정로54길,22
15305,2017,4,A,골목상권,1000797,남부순환로161길,8
15306,2017,4,A,골목상권,1000616,개봉로3길,17
15307,2017,4,A,골목상권,1000813,서림7길,4
15308,2017,4,A,골목상권,1000684,경인로77길,15
15309,2017,4,A,골목상권,1000543,중앙로32길,12
15310,2017,4,A,골목상권,1000610,개봉로17길,10
15311,2017,4,A,골목상권,1000123,장터길,34
15312,2017,4,A,골목상권,1000700,도림로147길,5
15313,2017,4,A,골목상권,1000401,연서로16길,18
15314,2017,4,A,골목상권,1000672,시흥대로138길,13
15315,2017,4,A,골목상권,1000986,양재대로101길,15
15316,2017,4,R,전통시장,1001264,통인시장,6
15317,2017,4,A,골목상권,1000311,화랑로19길,5
15318,2017,4,A,골목상권,1000889,개포로17길,11
15319,2017,4,A,골목상권,1000972,구천면로41길,12
15320,2017,4,A,골목상권,1000891,개포로28길,5
15321,2017,4,D,발달상권,1001214,종각역,13
15322,2017,4,R,전통시장,1001327,이경시장,3
15323,2017,4,A,골목상권,1000825,은천로25길,2
15324,2017,4,A,골목상권,1000590,방화대로6라길,2
15325,2017,4,D,발달상권,1001242,혜화역 대학로_3,24
15326,2017,4,A,골목상권,1000387,한글비석로24길,10
15327,2017,4,A,골목상권,1001004,천호대로170길,11
15328,2017,4,A,골목상권,1000666,독산로85길,10
15329,2017,4,A,골목상권,1000990,양재대로91길,10
15330,2017,4,A,골목상권,1000079,한강대로43길,12
15331,2017,4,A,골목상권,1000202,장한로8길,1
15332,2017,4,R,전통시장,1001343,장위전통시장,6
15333,2017,4,A,골목상권,1000359,도봉로109길,5
15334,2017,4,A,골목상권,1000896,논현로115길,13
15335,2017,4,A,골목상권,1000405,연서로28길,11
15336,2017,4,R,전통시장,1001414,송화골목시장,33
15337,2017,4,A,골목상권,1000358,도당로29길,20
15338,2017,4,A,골목상권,1000084,한남대로20길,6
15339,2017,4,A,골목상권,1000266,돌곶이로41길,5
15340,2017,4,R,전통시장,1001340,정릉시장,25
15341,2017,4,A,골목상권,1000836,행운1길,7
15342,2017,4,A,골목상권,1000443,수색로8길,7
15343,2017,4,A,골목상권,1000480,백범로16길,12
15344,2017,4,A,골목상권,1000738,대방동2길,16
15345,2017,4,A,골목상권,1000602,초원로16길,3
15346,2017,4,A,골목상권,1000184,사가정로13길,10
15347,2017,4,A,골목상권,1000362,도봉로147길,7
15348,2017,4,A,골목상권,1000097,매봉길,6
15349,2017,4,R,전통시장,1001415,방신전통시장,5
