,기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,총 상주인구 수
13417,2018,1,R,전통시장,1001414,535
13418,2018,1,R,전통시장,1001413,1100
13419,2018,1,R,전통시장,1001412,339
13420,2018,1,R,전통시장,1001411,2044
13421,2018,1,R,전통시장,1001409,1079
13422,2018,1,R,전통시장,1001408,79
13423,2018,1,R,전통시장,1001407,3
13424,2018,1,R,전통시장,1001406,280
13425,2018,1,R,전통시장,1001405,500
13426,2018,1,R,전통시장,1001404,178
13427,2018,1,R,전통시장,1001403,134
13428,2018,1,R,전통시장,1001402,171
13429,2018,1,R,전통시장,1001401,67
13430,2018,1,R,전통시장,1001400,349
13431,2018,1,R,전통시장,1001399,378
13432,2018,1,R,전통시장,1001398,1676
13433,2018,1,R,전통시장,1001397,1243
13434,2018,1,R,전통시장,1001396,1134
13435,2018,1,R,전통시장,1001395,1188
13436,2018,1,R,전통시장,1001394,1209
13437,2018,1,R,전통시장,1001392,39
13438,2018,1,R,전통시장,1001391,805
13439,2018,1,R,전통시장,1001390,2001
13440,2018,1,R,전통시장,1001389,92
13441,2018,1,R,전통시장,1001388,209
13442,2018,1,R,전통시장,1001387,28
13443,2018,1,R,전통시장,1001386,66
13444,2018,1,R,전통시장,1001385,450
13445,2018,1,R,전통시장,1001384,15
13446,2018,1,R,전통시장,1001383,12
13447,2018,1,R,전통시장,1001382,151
13448,2018,1,R,전통시장,1001381,735
13449,2018,1,R,전통시장,1001380,519
13450,2018,1,R,전통시장,1001379,320
13451,2018,1,R,전통시장,1001378,148
13452,2018,1,R,전통시장,1001377,381
13453,2018,1,R,전통시장,1001376,117
13454,2018,1,R,전통시장,1001375,143
13455,2018,1,R,전통시장,1001374,638
13456,2018,1,R,전통시장,1001373,217
13457,2018,1,R,전통시장,1001372,30
13458,2018,1,R,전통시장,1001371,516
13459,2018,1,R,전통시장,1001370,10
13460,2018,1,R,전통시장,1001369,60
13461,2018,1,R,전통시장,1001368,266
13462,2018,1,R,전통시장,1001367,1868
13463,2018,1,R,전통시장,1001365,1452
13464,2018,1,R,전통시장,1001364,1043
13465,2018,1,R,전통시장,1001363,738
13466,2018,1,R,전통시장,1001362,358
13467,2018,1,R,전통시장,1001361,185
13468,2018,1,R,전통시장,1001360,1282
13469,2018,1,R,전통시장,1001359,2287
13470,2018,1,R,전통시장,1001358,59
13471,2018,1,R,전통시장,1001357,1383
13472,2018,1,R,전통시장,1001356,37
13473,2018,1,R,전통시장,1001355,711
13474,2018,1,R,전통시장,1001354,1624
13475,2018,1,R,전통시장,1001353,614
13476,2018,1,R,전통시장,1001352,1063
13477,2018,1,R,전통시장,1001351,142
13478,2018,1,R,전통시장,1001350,258
13479,2018,1,R,전통시장,1001349,1515
13480,2018,1,R,전통시장,1001348,30
13481,2018,1,R,전통시장,1001347,1915
13482,2018,1,R,전통시장,1001346,165
13483,2018,1,R,전통시장,1001345,89
13484,2018,1,R,전통시장,1001344,33
13485,2018,1,R,전통시장,1001343,1600
13486,2018,1,R,전통시장,1001342,241
13487,2018,1,R,전통시장,1001341,10
13488,2018,1,R,전통시장,1001340,1304
13489,2018,1,R,전통시장,1001339,1061
13490,2018,1,R,전통시장,1001338,239
13491,2018,1,R,전통시장,1001337,135
13492,2018,1,R,전통시장,1001336,2150
13493,2018,1,R,전통시장,1001335,915
13494,2018,1,R,전통시장,1001334,977
13495,2018,1,R,전통시장,1001333,1859
13496,2018,1,R,전통시장,1001332,1959
13497,2018,1,R,전통시장,1001331,1427
13498,2018,1,R,전통시장,1001330,2175
13499,2018,1,R,전통시장,1001329,1413
13500,2018,1,R,전통시장,1001328,71
13501,2018,1,R,전통시장,1001327,253
13502,2018,1,R,전통시장,1001326,1157
13503,2018,1,R,전통시장,1001325,46
13504,2018,1,R,전통시장,1001324,235
13505,2018,1,R,전통시장,1001323,463
13506,2018,1,R,전통시장,1001321,353
13507,2018,1,R,전통시장,1001320,98
13508,2018,1,R,전통시장,1001319,108
13509,2018,1,R,전통시장,1001318,175
13510,2018,1,R,전통시장,1001317,174
13511,2018,1,R,전통시장,1001316,2181
13512,2018,1,R,전통시장,1001315,2
13513,2018,1,R,전통시장,1001314,11
13514,2018,1,R,전통시장,1001313,471
13515,2018,1,R,전통시장,1001312,24
13516,2018,1,R,전통시장,1001310,157
13517,2018,1,R,전통시장,1001309,85
13518,2018,1,R,전통시장,1001308,1250
13519,2018,1,R,전통시장,1001307,388
13520,2018,1,R,전통시장,1001306,340
13521,2018,1,R,전통시장,1001305,65
13522,2018,1,R,전통시장,1001304,1990
13523,2018,1,R,전통시장,1001303,108
13524,2018,1,R,전통시장,1001302,461
13525,2018,1,R,전통시장,1001301,851
13526,2018,1,R,전통시장,1001300,969
13527,2018,1,R,전통시장,1001299,21
13528,2018,1,R,전통시장,1001298,2075
13529,2018,1,R,전통시장,1001297,599
13530,2018,1,R,전통시장,1001296,276
13531,2018,1,R,전통시장,1001295,1525
13532,2018,1,R,전통시장,1001294,360
13533,2018,1,R,전통시장,1001293,9
13534,2018,1,R,전통시장,1001292,37
13535,2018,1,R,전통시장,1001291,64
13536,2018,1,R,전통시장,1001290,105
13537,2018,1,R,전통시장,1001289,431
13538,2018,1,R,전통시장,1001288,36
13539,2018,1,R,전통시장,1001287,126
13540,2018,1,R,전통시장,1001286,294
13541,2018,1,R,전통시장,1001285,65
13542,2018,1,R,전통시장,1001284,1111
13543,2018,1,R,전통시장,1001283,890
13544,2018,1,R,전통시장,1001282,1072
13545,2018,1,R,전통시장,1001281,2
13546,2018,1,R,전통시장,1001279,68
13547,2018,1,R,전통시장,1001277,308
13548,2018,1,R,전통시장,1001275,152
13549,2018,1,R,전통시장,1001274,290
13550,2018,1,R,전통시장,1001273,96
13551,2018,1,R,전통시장,1001272,16
13552,2018,1,R,전통시장,1001271,818
13553,2018,1,R,전통시장,1001270,422
13554,2018,1,R,전통시장,1001269,66
13555,2018,1,R,전통시장,1001268,171
13556,2018,1,R,전통시장,1001267,114
13557,2018,1,R,전통시장,1001266,4
13558,2018,1,R,전통시장,1001265,57
13559,2018,1,R,전통시장,1001264,750
13560,2018,1,D,발달상권,1001263,314
13561,2018,1,D,발달상권,1001262,20
13562,2018,1,D,발달상권,1001261,711
13563,2018,1,D,발달상권,1001260,531
13564,2018,1,D,발달상권,1001259,684
13565,2018,1,D,발달상권,1001258,178
13566,2018,1,D,발달상권,1001257,2079
13567,2018,1,D,발달상권,1001256,741
13568,2018,1,D,발달상권,1001255,79
13569,2018,1,D,발달상권,1001254,1088
13570,2018,1,D,발달상권,1001253,249
13571,2018,1,D,발달상권,1001252,485
13572,2018,1,D,발달상권,1001251,384
13573,2018,1,D,발달상권,1001250,749
13574,2018,1,D,발달상권,1001249,675
13575,2018,1,D,발달상권,1001248,589
13576,2018,1,D,발달상권,1001247,98
13577,2018,1,D,발달상권,1001246,900
13578,2018,1,D,발달상권,1001245,1038
13579,2018,1,D,발달상권,1001244,365
13580,2018,1,D,발달상권,1001243,360
13581,2018,1,D,발달상권,1001242,635
13582,2018,1,D,발달상권,1001241,792
13583,2018,1,D,발달상권,1001240,503
13584,2018,1,D,발달상권,1001239,1016
13585,2018,1,D,발달상권,1001238,2859
13586,2018,1,D,발달상권,1001237,307
13587,2018,1,D,발달상권,1001236,304
13588,2018,1,D,발달상권,1001235,134
13589,2018,1,D,발달상권,1001234,640
13590,2018,1,D,발달상권,1001233,158
13591,2018,1,D,발달상권,1001232,2424
13592,2018,1,D,발달상권,1001231,360
13593,2018,1,D,발달상권,1001230,800
13594,2018,1,D,발달상권,1001229,285
13595,2018,1,D,발달상권,1001228,755
13596,2018,1,D,발달상권,1001227,607
13597,2018,1,D,발달상권,1001226,1990
13598,2018,1,D,발달상권,1001225,403
13599,2018,1,D,발달상권,1001224,178
13600,2018,1,D,발달상권,1001223,2529
13601,2018,1,D,발달상권,1001222,898
13602,2018,1,D,발달상권,1001221,4009
13603,2018,1,D,발달상권,1001220,647
13604,2018,1,D,발달상권,1001219,146
13605,2018,1,D,발달상권,1001218,29
13606,2018,1,D,발달상권,1001217,27
13607,2018,1,D,발달상권,1001216,172
13608,2018,1,D,발달상권,1001215,11
13609,2018,1,D,발달상권,1001214,6
13610,2018,1,D,발달상권,1001213,130
13611,2018,1,D,발달상권,1001212,565
13612,2018,1,D,발달상권,1001210,853
13613,2018,1,D,발달상권,1001209,22
13614,2018,1,D,발달상권,1001208,524
13615,2018,1,D,발달상권,1001207,324
13616,2018,1,D,발달상권,1001206,875
13617,2018,1,D,발달상권,1001205,367
13618,2018,1,D,발달상권,1001204,236
13619,2018,1,D,발달상권,1001203,42
13620,2018,1,D,발달상권,1001202,1
13621,2018,1,D,발달상권,1001201,930
13622,2018,1,D,발달상권,1001200,51
13623,2018,1,D,발달상권,1001199,704
13624,2018,1,D,발달상권,1001198,2150
13625,2018,1,D,발달상권,1001197,1357
13626,2018,1,D,발달상권,1001196,87
13627,2018,1,D,발달상권,1001195,435
13628,2018,1,D,발달상권,1001194,92
13629,2018,1,D,발달상권,1001193,214
13630,2018,1,D,발달상권,1001192,814
13631,2018,1,D,발달상권,1001190,1308
13632,2018,1,D,발달상권,1001189,358
13633,2018,1,D,발달상권,1001188,302
13634,2018,1,D,발달상권,1001187,994
13635,2018,1,D,발달상권,1001186,1263
13636,2018,1,D,발달상권,1001185,2656
13637,2018,1,D,발달상권,1001184,184
13638,2018,1,D,발달상권,1001183,522
13639,2018,1,D,발달상권,1001182,4995
13640,2018,1,D,발달상권,1001181,1665
13641,2018,1,D,발달상권,1001180,1194
13642,2018,1,D,발달상권,1001179,2840
13643,2018,1,D,발달상권,1001178,690
13644,2018,1,D,발달상권,1001177,63
13645,2018,1,D,발달상권,1001176,12
13646,2018,1,D,발달상권,1001175,1907
13647,2018,1,D,발달상권,1001174,1059
13648,2018,1,D,발달상권,1001173,2185
13649,2018,1,D,발달상권,1001172,544
13650,2018,1,D,발달상권,1001171,24
13651,2018,1,D,발달상권,1001170,434
13652,2018,1,D,발달상권,1001169,586
13653,2018,1,D,발달상권,1001168,198
13654,2018,1,D,발달상권,1001167,535
13655,2018,1,D,발달상권,1001166,3525
13656,2018,1,D,발달상권,1001165,2111
13657,2018,1,D,발달상권,1001164,851
13658,2018,1,D,발달상권,1001163,4159
13659,2018,1,D,발달상권,1001162,1091
13660,2018,1,D,발달상권,1001161,580
13661,2018,1,D,발달상권,1001160,1907
13662,2018,1,D,발달상권,1001159,287
13663,2018,1,D,발달상권,1001158,573
13664,2018,1,D,발달상권,1001157,334
13665,2018,1,D,발달상권,1001156,2962
13666,2018,1,D,발달상권,1001155,593
13667,2018,1,D,발달상권,1001154,161
13668,2018,1,D,발달상권,1001153,988
13669,2018,1,D,발달상권,1001152,208
13670,2018,1,D,발달상권,1001151,265
13671,2018,1,D,발달상권,1001150,937
13672,2018,1,D,발달상권,1001149,168
13673,2018,1,D,발달상권,1001148,74
13674,2018,1,D,발달상권,1001147,161
13675,2018,1,D,발달상권,1001146,119
13676,2018,1,D,발달상권,1001145,686
13677,2018,1,D,발달상권,1001144,653
13678,2018,1,D,발달상권,1001143,394
13679,2018,1,D,발달상권,1001141,1326
13680,2018,1,D,발달상권,1001140,1933
13681,2018,1,D,발달상권,1001139,1343
13682,2018,1,D,발달상권,1001138,565
13683,2018,1,D,발달상권,1001137,791
13684,2018,1,D,발달상권,1001136,877
13685,2018,1,D,발달상권,1001135,3866
13686,2018,1,D,발달상권,1001134,16
13687,2018,1,D,발달상권,1001133,923
13688,2018,1,D,발달상권,1001132,435
13689,2018,1,D,발달상권,1001131,1051
13690,2018,1,D,발달상권,1001130,219
13691,2018,1,D,발달상권,1001129,419
13692,2018,1,D,발달상권,1001128,232
13693,2018,1,D,발달상권,1001127,2543
13694,2018,1,D,발달상권,1001126,284
13695,2018,1,D,발달상권,1001125,454
13696,2018,1,D,발달상권,1001124,1399
13697,2018,1,D,발달상권,1001123,457
13698,2018,1,D,발달상권,1001122,1453
13699,2018,1,D,발달상권,1001121,406
13700,2018,1,D,발달상권,1001120,258
13701,2018,1,D,발달상권,1001119,661
13702,2018,1,D,발달상권,1001118,1521
13703,2018,1,D,발달상권,1001117,1023
13704,2018,1,D,발달상권,1001116,246
13705,2018,1,D,발달상권,1001115,736
13706,2018,1,D,발달상권,1001114,780
13707,2018,1,D,발달상권,1001113,18
13708,2018,1,D,발달상권,1001112,122
13709,2018,1,D,발달상권,1001111,743
13710,2018,1,D,발달상권,1001110,3223
13711,2018,1,D,발달상권,1001109,1907
13712,2018,1,D,발달상권,1001108,464
13713,2018,1,D,발달상권,1001107,1449
13714,2018,1,D,발달상권,1001106,125
13715,2018,1,D,발달상권,1001105,982
13716,2018,1,D,발달상권,1001104,52
13717,2018,1,D,발달상권,1001103,21
13718,2018,1,D,발달상권,1001102,901
13719,2018,1,D,발달상권,1001101,3034
13720,2018,1,D,발달상권,1001100,83
13721,2018,1,D,발달상권,1001099,708
13722,2018,1,D,발달상권,1001098,2102
13723,2018,1,D,발달상권,1001096,4912
13724,2018,1,D,발달상권,1001095,3919
13725,2018,1,D,발달상권,1001094,634
13726,2018,1,D,발달상권,1001093,2847
13727,2018,1,D,발달상권,1001092,1995
13728,2018,1,D,발달상권,1001091,9
13729,2018,1,D,발달상권,1001090,588
13730,2018,1,D,발달상권,1001089,90
13731,2018,1,D,발달상권,1001088,1327
13732,2018,1,D,발달상권,1001087,2105
13733,2018,1,D,발달상권,1001085,2971
13734,2018,1,D,발달상권,1001084,695
13735,2018,1,D,발달상권,1001083,594
13736,2018,1,D,발달상권,1001082,4081
13737,2018,1,D,발달상권,1001081,965
13738,2018,1,D,발달상권,1001080,200
13739,2018,1,D,발달상권,1001079,7
13740,2018,1,D,발달상권,1001078,2000
13741,2018,1,D,발달상권,1001077,1236
13742,2018,1,D,발달상권,1001076,695
13743,2018,1,D,발달상권,1001075,620
13744,2018,1,D,발달상권,1001074,2531
13745,2018,1,D,발달상권,1001073,5343
13746,2018,1,D,발달상권,1001072,1205
13747,2018,1,D,발달상권,1001071,2153
13748,2018,1,D,발달상권,1001070,362
13749,2018,1,D,발달상권,1001069,325
13750,2018,1,D,발달상권,1001068,196
13751,2018,1,D,발달상권,1001067,3645
13752,2018,1,D,발달상권,1001066,2424
13753,2018,1,D,발달상권,1001065,225
13754,2018,1,D,발달상권,1001064,1696
13755,2018,1,D,발달상권,1001063,1411
13756,2018,1,D,발달상권,1001062,1368
13757,2018,1,D,발달상권,1001061,2675
13758,2018,1,D,발달상권,1001059,17
13759,2018,1,D,발달상권,1001058,2799
13760,2018,1,D,발달상권,1001057,1524
13761,2018,1,D,발달상권,1001056,507
13762,2018,1,D,발달상권,1001055,58
13763,2018,1,D,발달상권,1001054,401
13764,2018,1,D,발달상권,1001053,506
13765,2018,1,D,발달상권,1001052,1770
13766,2018,1,D,발달상권,1001051,5211
13767,2018,1,D,발달상권,1001050,2608
13768,2018,1,D,발달상권,1001049,2759
13769,2018,1,D,발달상권,1001048,1383
13770,2018,1,D,발달상권,1001047,1096
13771,2018,1,D,발달상권,1001046,2992
13772,2018,1,D,발달상권,1001045,1122
13773,2018,1,D,발달상권,1001044,1940
13774,2018,1,D,발달상권,1001043,1769
13775,2018,1,D,발달상권,1001042,453
13776,2018,1,D,발달상권,1001041,1670
13777,2018,1,D,발달상권,1001040,855
13778,2018,1,D,발달상권,1001039,1481
13779,2018,1,D,발달상권,1001038,134
13780,2018,1,D,발달상권,1001037,1653
13781,2018,1,D,발달상권,1001036,379
13782,2018,1,D,발달상권,1001035,535
13783,2018,1,D,발달상권,1001034,1217
13784,2018,1,D,발달상권,1001033,1301
13785,2018,1,D,발달상권,1001032,1567
13786,2018,1,D,발달상권,1001031,499
13787,2018,1,D,발달상권,1001030,854
13788,2018,1,D,발달상권,1001029,11
13789,2018,1,D,발달상권,1001028,470
13790,2018,1,D,발달상권,1001027,1474
13791,2018,1,D,발달상권,1001026,366
13792,2018,1,D,발달상권,1001025,6011
13793,2018,1,D,발달상권,1001024,903
13794,2018,1,D,발달상권,1001023,470
13795,2018,1,D,발달상권,1001022,938
13796,2018,1,D,발달상권,1001021,30
13797,2018,1,D,발달상권,1001019,76
13798,2018,1,D,발달상권,1001018,1763
13799,2018,1,D,발달상권,1001017,301
13800,2018,1,D,발달상권,1001016,1571
13801,2018,1,D,발달상권,1001015,1061
13802,2018,1,D,발달상권,1001013,1823
13803,2018,1,D,발달상권,1001012,2
13804,2018,1,D,발달상권,1001011,1614
13805,2018,1,A,골목상권,1001010,3324
13806,2018,1,A,골목상권,1001009,4022
13807,2018,1,A,골목상권,1001008,2108
13808,2018,1,A,골목상권,1001007,2379
13809,2018,1,A,골목상권,1001006,5074
13810,2018,1,A,골목상권,1001005,2894
13811,2018,1,A,골목상권,1001004,4471
13812,2018,1,A,골목상권,1001003,2701
13813,2018,1,A,골목상권,1001002,4625
13814,2018,1,A,골목상권,1001001,6968
13815,2018,1,A,골목상권,1001000,1752
13816,2018,1,A,골목상권,1000999,7306
13817,2018,1,A,골목상권,1000998,3373
13818,2018,1,A,골목상권,1000997,2085
13819,2018,1,A,골목상권,1000996,1952
13820,2018,1,A,골목상권,1000995,2558
13821,2018,1,A,골목상권,1000994,2582
13822,2018,1,A,골목상권,1000993,1525
13823,2018,1,A,골목상권,1000992,3684
13824,2018,1,A,골목상권,1000991,3528
13825,2018,1,A,골목상권,1000990,4388
13826,2018,1,A,골목상권,1000989,5337
13827,2018,1,A,골목상권,1000988,4561
13828,2018,1,A,골목상권,1000987,1560
13829,2018,1,A,골목상권,1000986,4954
13830,2018,1,A,골목상권,1000985,7098
13831,2018,1,A,골목상권,1000984,4877
13832,2018,1,A,골목상권,1000983,3742
13833,2018,1,A,골목상권,1000982,1392
13834,2018,1,A,골목상권,1000981,1976
13835,2018,1,A,골목상권,1000980,3219
13836,2018,1,A,골목상권,1000979,3364
13837,2018,1,A,골목상권,1000978,4321
13838,2018,1,A,골목상권,1000977,2663
13839,2018,1,A,골목상권,1000976,3015
13840,2018,1,A,골목상권,1000975,1878
13841,2018,1,A,골목상권,1000974,2730
13842,2018,1,A,골목상권,1000973,4572
13843,2018,1,A,골목상권,1000972,5445
13844,2018,1,A,골목상권,1000971,2728
13845,2018,1,A,골목상권,1000970,1489
13846,2018,1,A,골목상권,1000969,1578
13847,2018,1,A,골목상권,1000968,2195
13848,2018,1,A,골목상권,1000967,4187
13849,2018,1,A,골목상권,1000966,1810
13850,2018,1,A,골목상권,1000965,2763
13851,2018,1,A,골목상권,1000964,2906
13852,2018,1,A,골목상권,1000963,4959
13853,2018,1,A,골목상권,1000962,2839
13854,2018,1,A,골목상권,1000961,1574
13855,2018,1,A,골목상권,1000960,2627
13856,2018,1,A,골목상권,1000959,1599
13857,2018,1,A,골목상권,1000958,2907
13858,2018,1,A,골목상권,1000957,3206
13859,2018,1,A,골목상권,1000956,5195
13860,2018,1,A,골목상권,1000955,4697
13861,2018,1,A,골목상권,1000954,6571
13862,2018,1,A,골목상권,1000953,8662
13863,2018,1,A,골목상권,1000952,3205
13864,2018,1,A,골목상권,1000951,4828
13865,2018,1,A,골목상권,1000950,4256
13866,2018,1,A,골목상권,1000949,3382
13867,2018,1,A,골목상권,1000948,7936
13868,2018,1,A,골목상권,1000947,6085
13869,2018,1,A,골목상권,1000946,6684
13870,2018,1,A,골목상권,1000945,6411
13871,2018,1,A,골목상권,1000944,7026
13872,2018,1,A,골목상권,1000943,2463
13873,2018,1,A,골목상권,1000942,4565
13874,2018,1,A,골목상권,1000941,3485
13875,2018,1,A,골목상권,1000940,3365
13876,2018,1,A,골목상권,1000939,2519
13877,2018,1,A,골목상권,1000938,1622
13878,2018,1,A,골목상권,1000937,1023
13879,2018,1,A,골목상권,1000936,1502
13880,2018,1,A,골목상권,1000935,423
13881,2018,1,A,골목상권,1000934,3339
13882,2018,1,A,골목상권,1000933,2317
13883,2018,1,A,골목상권,1000932,2521
13884,2018,1,A,골목상권,1000931,2002
13885,2018,1,A,골목상권,1000930,3419
13886,2018,1,A,골목상권,1000929,1025
13887,2018,1,A,골목상권,1000928,1668
13888,2018,1,A,골목상권,1000927,2080
13889,2018,1,A,골목상권,1000926,1558
13890,2018,1,A,골목상권,1000925,2075
13891,2018,1,A,골목상권,1000924,830
13892,2018,1,A,골목상권,1000923,2528
13893,2018,1,A,골목상권,1000922,3343
13894,2018,1,A,골목상권,1000921,3264
13895,2018,1,A,골목상권,1000920,4151
13896,2018,1,A,골목상권,1000919,1733
13897,2018,1,A,골목상권,1000918,1210
13898,2018,1,A,골목상권,1000917,2842
13899,2018,1,A,골목상권,1000916,1476
13900,2018,1,A,골목상권,1000915,1557
13901,2018,1,A,골목상권,1000914,3197
13902,2018,1,A,골목상권,1000913,1248
13903,2018,1,A,골목상권,1000912,2221
13904,2018,1,A,골목상권,1000911,1986
13905,2018,1,A,골목상권,1000910,1294
13906,2018,1,A,골목상권,1000909,2425
13907,2018,1,A,골목상권,1000908,1019
13908,2018,1,A,골목상권,1000907,941
13909,2018,1,A,골목상권,1000906,1527
13910,2018,1,A,골목상권,1000905,740
13911,2018,1,A,골목상권,1000904,5633
13912,2018,1,A,골목상권,1000903,3380
13913,2018,1,A,골목상권,1000902,2679
13914,2018,1,A,골목상권,1000901,86
13915,2018,1,A,골목상권,1000900,1244
13916,2018,1,A,골목상권,1000899,442
13917,2018,1,A,골목상권,1000898,1433
13918,2018,1,A,골목상권,1000897,2114
13919,2018,1,A,골목상권,1000896,3295
13920,2018,1,A,골목상권,1000895,1541
13921,2018,1,A,골목상권,1000894,1985
13922,2018,1,A,골목상권,1000893,3653
13923,2018,1,A,골목상권,1000892,38
13924,2018,1,A,골목상권,1000891,1947
13925,2018,1,A,골목상권,1000890,2307
13926,2018,1,A,골목상권,1000889,3620
13927,2018,1,A,골목상권,1000888,1557
13928,2018,1,A,골목상권,1000887,1195
13929,2018,1,A,골목상권,1000886,1459
13930,2018,1,A,골목상권,1000885,2731
13931,2018,1,A,골목상권,1000884,2736
13932,2018,1,A,골목상권,1000883,2143
13933,2018,1,A,골목상권,1000882,1528
13934,2018,1,A,골목상권,1000881,1852
13935,2018,1,A,골목상권,1000880,4316
13936,2018,1,A,골목상권,1000879,4087
13937,2018,1,A,골목상권,1000878,4069
13938,2018,1,A,골목상권,1000877,2697
13939,2018,1,A,골목상권,1000876,2022
13940,2018,1,A,골목상권,1000875,2673
13941,2018,1,A,골목상권,1000874,4032
13942,2018,1,A,골목상권,1000873,1784
13943,2018,1,A,골목상권,1000872,3467
13944,2018,1,A,골목상권,1000871,1241
13945,2018,1,A,골목상권,1000870,2741
13946,2018,1,A,골목상권,1000869,3693
13947,2018,1,A,골목상권,1000868,1243
13948,2018,1,A,골목상권,1000867,295
13949,2018,1,A,골목상권,1000866,1620
13950,2018,1,A,골목상권,1000865,1098
13951,2018,1,A,골목상권,1000864,973
13952,2018,1,A,골목상권,1000863,1820
13953,2018,1,A,골목상권,1000862,1674
13954,2018,1,A,골목상권,1000861,1695
13955,2018,1,A,골목상권,1000860,2798
13956,2018,1,A,골목상권,1000859,1487
13957,2018,1,A,골목상권,1000858,1158
13958,2018,1,A,골목상권,1000857,1984
13959,2018,1,A,골목상권,1000856,3320
13960,2018,1,A,골목상권,1000855,1674
13961,2018,1,A,골목상권,1000854,3414
13962,2018,1,A,골목상권,1000853,1363
13963,2018,1,A,골목상권,1000852,1814
13964,2018,1,A,골목상권,1000851,3132
13965,2018,1,A,골목상권,1000850,1473
13966,2018,1,A,골목상권,1000849,2641
13967,2018,1,A,골목상권,1000848,1733
13968,2018,1,A,골목상권,1000847,2017
13969,2018,1,A,골목상권,1000846,3589
13970,2018,1,A,골목상권,1000845,2617
13971,2018,1,A,골목상권,1000844,1184
13972,2018,1,A,골목상권,1000843,749
13973,2018,1,A,골목상권,1000842,1392
13974,2018,1,A,골목상권,1000841,1840
13975,2018,1,A,골목상권,1000840,1605
13976,2018,1,A,골목상권,1000839,2374
13977,2018,1,A,골목상권,1000838,2863
13978,2018,1,A,골목상권,1000837,4902
13979,2018,1,A,골목상권,1000836,3192
13980,2018,1,A,골목상권,1000835,4351
13981,2018,1,A,골목상권,1000834,3445
13982,2018,1,A,골목상권,1000833,1635
13983,2018,1,A,골목상권,1000832,3089
13984,2018,1,A,골목상권,1000831,4334
13985,2018,1,A,골목상권,1000830,1795
13986,2018,1,A,골목상권,1000829,1400
13987,2018,1,A,골목상권,1000828,1741
13988,2018,1,A,골목상권,1000827,918
13989,2018,1,A,골목상권,1000826,3061
13990,2018,1,A,골목상권,1000825,1544
13991,2018,1,A,골목상권,1000824,4690
13992,2018,1,A,골목상권,1000823,2760
13993,2018,1,A,골목상권,1000822,1851
13994,2018,1,A,골목상권,1000821,1845
13995,2018,1,A,골목상권,1000820,1608
13996,2018,1,A,골목상권,1000819,2518
13997,2018,1,A,골목상권,1000818,1982
13998,2018,1,A,골목상권,1000817,3311
13999,2018,1,A,골목상권,1000816,4171
14000,2018,1,A,골목상권,1000815,3882
14001,2018,1,A,골목상권,1000814,3009
14002,2018,1,A,골목상권,1000813,4025
14003,2018,1,A,골목상권,1000812,3820
14004,2018,1,A,골목상권,1000811,3736
14005,2018,1,A,골목상권,1000810,4305
14006,2018,1,A,골목상권,1000809,1407
14007,2018,1,A,골목상권,1000808,5447
14008,2018,1,A,골목상권,1000807,4132
14009,2018,1,A,골목상권,1000806,1716
14010,2018,1,A,골목상권,1000805,2871
14011,2018,1,A,골목상권,1000804,1863
14012,2018,1,A,골목상권,1000803,1971
14013,2018,1,A,골목상권,1000802,1567
14014,2018,1,A,골목상권,1000801,2843
14015,2018,1,A,골목상권,1000800,1684
14016,2018,1,A,골목상권,1000799,1987
14017,2018,1,A,골목상권,1000798,2500
14018,2018,1,A,골목상권,1000797,3941
14019,2018,1,A,골목상권,1000796,3389
14020,2018,1,A,골목상권,1000795,3251
14021,2018,1,A,골목상권,1000794,2699
14022,2018,1,A,골목상권,1000793,2495
14023,2018,1,A,골목상권,1000792,1861
14024,2018,1,A,골목상권,1000791,2659
14025,2018,1,A,골목상권,1000790,3417
14026,2018,1,A,골목상권,1000789,2509
14027,2018,1,A,골목상권,1000788,5268
14028,2018,1,A,골목상권,1000787,5607
14029,2018,1,A,골목상권,1000786,3115
14030,2018,1,A,골목상권,1000785,4303
14031,2018,1,A,골목상권,1000784,4588
14032,2018,1,A,골목상권,1000783,1943
14033,2018,1,A,골목상권,1000782,1548
14034,2018,1,A,골목상권,1000781,1317
14035,2018,1,A,골목상권,1000780,4505
14036,2018,1,A,골목상권,1000779,1932
14037,2018,1,A,골목상권,1000778,555
14038,2018,1,A,골목상권,1000777,2412
14039,2018,1,A,골목상권,1000776,2578
14040,2018,1,A,골목상권,1000775,386
14041,2018,1,A,골목상권,1000774,3269
14042,2018,1,A,골목상권,1000773,2830
14043,2018,1,A,골목상권,1000772,2896
14044,2018,1,A,골목상권,1000771,2578
14045,2018,1,A,골목상권,1000770,2289
14046,2018,1,A,골목상권,1000769,1923
14047,2018,1,A,골목상권,1000768,4027
14048,2018,1,A,골목상권,1000767,2263
14049,2018,1,A,골목상권,1000766,1007
14050,2018,1,A,골목상권,1000765,695
14051,2018,1,A,골목상권,1000764,364
14052,2018,1,A,골목상권,1000763,382
14053,2018,1,A,골목상권,1000762,2866
14054,2018,1,A,골목상권,1000761,2845
14055,2018,1,A,골목상권,1000760,2245
14056,2018,1,A,골목상권,1000759,4087
14057,2018,1,A,골목상권,1000758,1330
14058,2018,1,A,골목상권,1000757,3791
14059,2018,1,A,골목상권,1000756,2574
14060,2018,1,A,골목상권,1000755,1039
14061,2018,1,A,골목상권,1000754,3370
14062,2018,1,A,골목상권,1000753,2621
